EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,119,Bare Trees Primary School,,0,,6439,17/12/2020 12:12,17/12/2020 12:24,2020/2021,135258,Oldham,Primary,Community school,,,Yes,Chadderton,Yes,19.50%,31.40%,1,Outstanding,,Yes,,,Headteacher,Activity hall (multi-purpose room e.g. assembly hall),Artificial pitch (3G) with floodlights|Playing field,,No,,Artificial grass pitch,Managed in-house,,,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",Sports clubs,Other,Caretaker and Business Manager,,,,,,,,,,,,,,,,Yes,Bikeability Balance,,,,,"Mental Health Pilot phase 2

","Council - Sport Development Service|Professional Sports Clubs, Trusts & Foundations"
Group,83,Barlow Hall Primary School,,0,,6440,17/12/2020 12:12,17/12/2020 12:24,2020/2021,144128,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Link Learning Trust,,,Yes,34.40%,44.40%,1,Good,,Yes,,Yes,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,1047,Barton Clough Primary School,,0,,6441,17/12/2020 12:12,17/12/2020 12:24,2020/2021,144649,Trafford,Primary,Academy sponsor led,Yes - Multi-academy trust,The Dunham Trust,,Lostock,Yes,22.70%,27.10%,3,,,Yes,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,,Private Coaching Company
Group,189,Barton Moss Community Primary School,,0,,6442,17/12/2020 12:12,17/12/2020 12:24,2020/2021,144459,Salford,Primary,Academy converter,Yes - Multi-academy trust,Prestolee Multi Academy Trust,,Eccles and District,Yes,31.80%,45.70%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1155,Beacon Primary School,,0,,6443,17/12/2020 12:12,17/12/2020 12:24,2020/2021,146535,Bolton,Primary,Academy sponsor led,Yes - Multi-academy trust,Forward As One Church of England Multi Academy Trust,,,Yes,34.40%,43.60%,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,797,Beal Vale Primary School,,0,,6444,17/12/2020 12:12,17/12/2020 12:24,2020/2021,147368,Oldham,Primary,Academy converter,Yes - Multi-academy trust,Crompton House Church of England Multi Academy Trust,,Crompton House,No,36.60%,,3,,,Yes,,,Site or facilities manager,Activity hall (multi-purpose room e.g. assembly hall),Outdoor hard surface area e.g playground (no sport specific markings)|Playing field,,No,,,Managed in-house,,,Satisfactory - the facilities are generally sufficient to meet the needs of the schools and are fit-for-purpose. Some improvements or additions would be beneficial.,After school clubs,Caretaker,,,,,,,,,,,,,,,,,,,,,,,"Closed and reopened 2019/20
",
Group,13,Beaumont Primary School,,0,,6445,17/12/2020 12:12,17/12/2020 12:24,2020/2021,105173,Bolton,Primary,Community school,,,,,No,7.80%,9.10%,8,Good,,Yes,,Yes,,,,,No,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,692,Beaver Road Primary School,,0,,6446,17/12/2020 12:12,17/12/2020 12:24,2020/2021,140314,Manchester,Primary,Academy converter,Yes - Multi-academy trust,M20 Learning Trust,,,Yes,6.10%,7.90%,6,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,1097,Bedford Hall Methodist Primary School,,0,,6447,17/12/2020 12:12,17/12/2020 12:24,2020/2021,140053,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Acorn Trust,,LLG,Yes,17.00%,25.50%,5,,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Yes,Premier League Primary Stars,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Leisure Provider"
Group,563,Bedford High School,,0,,6448,17/12/2020 12:12,17/12/2020 12:24,2020/2021,106523,Wigan,Secondary,Community school,,,,,No,25.60%,36.90%,3,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall,,Out-sourced,SLS,,,,,,Term 2,,,,,,,,,,Yes,,,,,Yes,Congestion Project,,,,,"YEAR 1 TERM 3 - NOT COMPLETED
 Mental Health Pilot phase 3
",
Group,329,Beech Hill Community Primary School,,0,,6449,17/12/2020 12:12,17/12/2020 12:24,2020/2021,106399,Wigan,Primary,Community school,,,,North Wigan,Yes,39.20%,44.10%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Private Coaching Company|Professional Sports Clubs, Trusts & Foundations"
Group,510,Beech House School,,0,,6450,17/12/2020 12:12,17/12/2020 12:24,2020/2021,105855,Rochdale,Primary|Secondary,Other independent school,,,,,Yes,,,1,,,No,,,,,,,No,,Sports hall|Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Fully engaged - no grant as a Ind. school",
Group,190,Beech Street Community Primary School,,0,,6451,17/12/2020 12:12,17/12/2020 12:24,2020/2021,105906,Salford,Primary,Community school,,,,Eccles and District,Yes,39.40%,46.50%,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,798,Beever Primary School,,0,,6452,17/12/2020 12:12,17/12/2020 12:24,2020/2021,105627,Oldham,Primary,Community school,,,,East Oldham,Yes,53.90%,53.10%,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",Council - Sport Development Service
Group,430,Beis Hatalmud School,,0,,6453,17/12/2020 12:12,17/12/2020 12:24,2020/2021,135168,Salford,Secondary,Other independent school,,,,,No,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Don't engage",
Group,891,Beis Malka Belz Girls School,,0,,6454,17/12/2020 12:12,17/12/2020 12:24,2020/2021,136117,Salford,Primary|Secondary,Other independent school,,,,,Yes,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1298,Beis Rochel Mcr Girls' School,,0,,6455,17/12/2020 12:12,17/12/2020 12:24,2020/2021,147272,Salford,PRU/Other,Other independent school,,,,,Yes,,,2,Requires Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opened: 25/09/2019
",
Group,432,Beis Ruchel Girls School (jewish girls),,0,,6456,17/12/2020 12:12,17/12/2020 12:24,2020/2021,130286,Manchester,Secondary,Other independent school,,,,,Yes,,,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - NOT COMPLETED
Year 1 Term 3 - Not completed

",
Group,415,Beis Yaakov High School ,,0,,6457,17/12/2020 12:12,17/12/2020 12:24,2020/2021,138698,Salford,Secondary,Academy converter,Yes - Single-academy trust,Beis Yaakov Jewish High School Academy,,,No,2.40%,4.80%,2,Requires Improvement,,No,,,,,,,Yes,Sports hall,,,,,,,,,Reserve,,,,,,,,,,,,,,,Yes,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3 - NOT COMPLETED
Jewish school
",
Group,162,Belfield Community School,,0,,6458,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105780,Rochdale,Primary,Community school,,,,,Yes,26.40%,31.00%,1,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,693,Benchill Primary School,,0,,6459,17/12/2020 12:12,17/12/2020 12:25,2020/2021,132241,Manchester,Primary,Foundation school,,,,,Yes,54.40%,65.90%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,1098,Bickershaw CE Primary School,,0,,6460,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106470,Wigan,Primary,Voluntary aided school,,,,LLG,No,28.00%,36.00%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,694,Birchfields Primary School,,0,,6461,17/12/2020 12:12,17/12/2020 12:25,2020/2021,130380,Manchester,Primary,Community school,,,,,Yes,27.70%,38.50%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
",Private Coaching Company
Group,1249,Birtenshaw,,0,,6462,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105280,Bolton,SEND,Non-maintained special school,,,,,,,,9,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1248,Birtenshaw,,0,,6463,17/12/2020 12:12,17/12/2020 12:25,2020/2021,142913,Bolton,SEND,Special post 16 institution,,,,,,,,2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,579,Bishop Bridgeman CofE Primary School,,0,,6464,17/12/2020 12:12,17/12/2020 12:25,2020/2021,142923,Bolton,Primary,Academy converter,Yes - Multi-academy trust,Bolton and Farnworth Church of England Primary Multi Academy Trust,,,Yes,23.60%,32.50%,1,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,,
Group,580,Blackrod Church Primary School (Anglican Methodist),,0,,6465,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105211,Bolton,Primary,Voluntary controlled school,,,,,Yes,15.00%,22.70%,4,Good,,Yes,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,581,Blackrod Primary School,,0,,6466,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105191,Bolton,Primary,Community school,,,,,No,6.00%,6.40%,6,Outstanding,,No,,,,,,,Yes,Sports hall|Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,799,Blackshaw Lane Primary and Nursery School,,0,,6467,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105652,Oldham,Primary,Community school,,,,Royton,Yes,14.80%,20.70%,6,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability Balance,,,,,"
",Council - Sport Development Service
Group,14,Blackshaw Primary School,,0,,6468,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105175,Bolton,Primary,Community school,,,,,Yes,9.00%,13.70%,7,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,498,Blessed John Henry Newman Roman Catholic College,,0,,6469,17/12/2020 12:12,17/12/2020 12:25,2020/2021,136432,Oldham,Secondary,Voluntary aided school,,,,,No,22.00%,40.30%,7,Good,,No,,,,,,,No,,Artificial grass pitch|Grass pitches|Sports hall,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|Walking programme,,,,,"YEAR 1 TERM 2
 - Completed

",
Group,555,Blessed Thomas Holford Catholic College,,0,,6470,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106376,Trafford,Secondary,Voluntary aided school,,,,,No,8.20%,15.30%,8,Outstanding,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall,,,,,,,,,Term 2,,,,,,,,,Yes,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2 - NOT COMPLETED

",
Group,416,Bnos Yisroel School Manchester (jewish boys),,0,,6471,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105996,Salford,Primary|Secondary,Other independent school,,,,,Yes,,,1,Good,,No,,,,,,,,,,,,,,,,,Term 3,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 1 - NOT COMPLETED

",
Group,850,Boarshaw Community Primary School,,0,,6472,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105787,Rochdale,Primary,Community school,,,,,Yes,36.10%,44.20%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1048,Bollin Primary School,,0,,6473,17/12/2020 12:12,17/12/2020 12:25,2020/2021,145746,Trafford,Primary,Academy sponsor led,Yes - Multi-academy trust,Inspiring Learners Multi Academy Trust,,,Yes,8.10%,9.00%,10,,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,227,Bolshaw Primary,,0,,6474,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106029,Stockport,Primary,Community school,,,,,No,4.80%,5.70%,4,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention programmes|Assessment Support,,,,,"
n",
Group,1273,Bolton College,,0,,6475,17/12/2020 12:12,17/12/2020 12:25,2020/2021,130495,Bolton,College,Further Education,,,,,Not applicable,,,1,Good,,No,,,,,,,Some,Sports hall,Health and fitness suite|Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1167,Bolton Islamic Girls School,,0,,6476,17/12/2020 12:12,17/12/2020 12:25,2020/2021,138498,Bolton,Secondary,Other independent school,,,,,No,,,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,372,Bolton Muslim Girls School,,0,,6477,17/12/2020 12:12,17/12/2020 12:25,2020/2021,142340,Bolton,Primary|Secondary,Academy converter,Yes - Multi-academy trust,Prosper Multi Academy Trust,,,No,16.10%,29.90%,3,,,No,,,,,,,No,,Sports hall,,,,,,,,Term 1,,,,,,,,,,,,,,,,Bikeability|PSHE Hub|SE Secondary Teacher Training Programme,,,,,,SSP Offer
Group,582,Bolton Parish Church CofE Primary School,,0,,6478,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105229,Bolton,Primary,Voluntary aided school,,,,,Yes,26.80%,28.60%,1,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"year 1 term 2 - not completed
",Private Coaching Company
Group,451,Bolton School Boys Division,,0,,6479,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105271,Bolton,Primary|Secondary,Other independent school,,,,,No,,,2,,,No,,,,,,,Yes,Grass pitches|Health and fitness suite|Sports hall|Swimming pool|Artificial grass pitch,,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,,Bikeability,,,,,"Girls Division selected Year 1 Term 1 - Not completed
Girls Division selected Year 2 Term 1 - Not completed
Boys Division selected Year 1 Term 2 - Not completed
Boys Division selected Year 2 Term 2 - Not completed
Girls Division selected Year 3 Term 1 
Boys Division selected Year 3 Term 2
",SSP Offer
Group,1267,Bolton School Girls Division,,0,,6480,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105272,Bolton,Primary|Secondary,Other independent school,,,,,Yes,,,2,,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,Bikeability,,,,,,SSP Offer
Group,1166,Bolton Sixth Form College,,0,,6481,17/12/2020 12:12,17/12/2020 12:25,2020/2021,131867,Bolton,College,Further Education,,,,,Not applicable,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,452,Bolton St Catherine's Academy (Primary &amp; Secondary),,0,,6482,17/12/2020 12:12,17/12/2020 12:25,2020/2021,145314,Bolton,Primary|Secondary,Academy converter,Yes - Multi-academy trust,Bishop Fraser Trust,,,Not applicable,40.60%,60.60%,4,,,Yes,,,,,,,Some,Artificial grass pitch|Health and fitness suite|Sports hall,Tennis courts,Out-sourced,SLS,,,,,,Term 3,,,,,,,,,,Yes,,,,,Yes,Manchester United Foundation|SE Secondary Teacher Training Programme|PSHE Hub|Bikeability,,,,,"Year 1 Term 3 - Not completed
Mental health pilot phase 3

",SSP Offer|Private Coaching Company
Group,1165,Bolton UTC,,0,,6483,17/12/2020 12:12,17/12/2020 12:25,2020/2021,141941,Bolton,PRU/Other,University technical college,Yes - Single-academy trust,Bolton UTC,,,No,25.50%,43.00%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,892,Boothstown Methodist Primary School,,0,,6484,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105942,Salford,Primary,Voluntary controlled school,,,,Worsley and Boothstown,Yes,11.80%,15.70%,9,Good,,No,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,," Year 1 Term 1 - Not completed
",
Group,300,Bowdon CE Primary School,,0,,6485,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106338,Trafford,Primary,Voluntary aided school,,,,,No,2.20%,1.90%,9,Outstanding,,Yes,,,,,,,No,,Grass pitches|Artificial grass pitch,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
",
Group,1049,Bowdon Prep School for Girls,,0,,6486,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106377,Trafford,Primary,Other independent school,,,,,Yes,,,7,,,No,Yes,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,,
Group,84,Bowker Vale Primary School,,0,,6487,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105397,Manchester,Primary,Community school,,,,,Yes,30.90%,38.10%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,163,Bowlee Park Community Primary School,,0,,6488,17/12/2020 12:12,17/12/2020 12:25,2020/2021,133446,Rochdale,Primary,Community school,,,,,Yes,29.90%,39.00%,3,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"year 1 term 1 - not completed
2020 Case study - Premium 
Fully engaged",
Group,583,Bowness Primary School,,0,,6489,17/12/2020 12:12,17/12/2020 12:25,2020/2021,142030,Bolton,Primary,Academy sponsor led,Yes - Multi-academy trust,Prestolee Multi Academy Trust,,,No,24.60%,44.00%,6,Good,,Yes,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,228,Brabyns Preparatory School,,0,,6490,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106147,Stockport,Primary,Other independent school,,,,,Yes,,,6,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Leadership|Intervention programmes|Be Inspired Programme,,,,,"
n",
Group,994,Bradley Green Community Primary School,,0,,6491,17/12/2020 12:12,17/12/2020 12:25,2020/2021,143376,Tameside,Primary,Academy converter,Yes - Multi-academy trust,The Enquire Learning Trust,,,Yes,30.60%,33.50%,2,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",Other
Group,229,Bradshaw Hall Primary,,0,,6492,17/12/2020 12:12,17/12/2020 12:25,2020/2021,131554,Stockport,Primary,Community school,,,,,Yes,10.30%,13.80%,5,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,Leadership|Intervention programmes|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n","Professional Sports Clubs, Trusts & Foundations"
Group,1250,Brambles School,,0,,6493,17/12/2020 12:12,17/12/2020 12:25,2020/2021,140814,Tameside,Primary|Secondary|SEND,Other independent special school,,,,,,,,6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
No school",
Group,530,Bramhall High School,,0,,6494,17/12/2020 12:12,17/12/2020 12:25,2020/2021,106139,Stockport,Secondary,Community school,,,,,No,13.50%,17.90%,9,Requires Improvement,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,Yes,,,,,Yes,PSHE Hub,,,,,"Year 2 Term 2 - completed 
Opted in whole school

",
Group,584,Brandwood Primary School,,0,,6495,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105148,Bolton,Primary,Community school,,,,,Yes,35.50%,39.90%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,893,Branwood Prep School,,0,,6496,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105991,Salford,Primary,Other independent school,,,,,Yes,,,5,,,No,,,,,,,No,,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Year 2 Term 3 - Not Completed
",
Group,948,Bredbury Green Primary,,0,,6497,17/12/2020 12:12,17/12/2020 12:25,2020/2021,145054,Stockport,Primary,Academy sponsor led,Yes - Multi-academy trust,Education Learning Trust,,,Yes,19.80%,32.30%,6,,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,977,Bredbury St. Marks CofE Primary School,,0,,6498,17/12/2020 12:12,17/12/2020 12:25,2020/2021,147723,Stockport,Primary,Academy sponsor led,Yes - Multi-academy trust,Chester Diocesan Academies Trust,,,Yes,,,7,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Closed/Opened 2019/20, predecessor St Mark's Church of England Primary School

",
Group,191,Brentnall Primary School,,0,,6499,17/12/2020 12:12,17/12/2020 12:25,2020/2021,105893,Salford,Primary,Community school,,,,Irwell,Yes,37.70%,40.30%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,301,Brentwood School,,0,,6500,17/12/2020 12:12,17/12/2020 12:26,2020/2021,106391,Trafford,Secondary|SEND,Community special school,,,,,Not applicable,28.20%,36.80%,1,Outstanding,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Manchester United Foundation,,,,,"Special School 
",
Group,1251,Bridge College,,0,,6501,17/12/2020 12:12,17/12/2020 12:26,2020/2021,134143,Stockport,College,Further Education,,,,,,,,5,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,230,Bridge Hall Primary,,0,,6502,17/12/2020 12:12,17/12/2020 12:26,2020/2021,106032,Stockport,Primary,Community school,,,,,Yes,58.70%,65.90%,1,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Leadership|Intervention programmes|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",Private Coaching Company
Group,1184,Bridgelea Pupil Referral Unit,,0,,6503,17/12/2020 12:12,17/12/2020 12:26,2020/2021,133945,Manchester,PRU/Other,Pupil referral unit,,,,,Not applicable,87.30%,82.60%,4,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRU Does have Provision for SEN

",
Group,894,Bridgewater Primary School,,0,,6504,17/12/2020 12:12,17/12/2020 12:26,2020/2021,105912,Salford,Primary,Community school,,,,Little Hulton and Walkden,Yes,45.30%,57.80%,1,Outstanding,,No,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,417,Bridgewater School,,0,,6505,17/12/2020 12:12,17/12/2020 12:26,2020/2021,105992,Salford,Primary|Secondary,Other independent school,,,,,Yes,,,10,,,No,,,,,,,No,,Sports hall|Grass pitches,,,,,,,,Term 1,,,,,,,,,,,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 3 - NOT COMPLETED

",
Group,800,Bright Futures School,,0,,6506,17/12/2020 12:12,17/12/2020 12:26,2020/2021,105748,Oldham,SEND,Other independent special school,,,,,,,,2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,851,Brimrod Community Primary School,,0,,6507,17/12/2020 12:12,17/12/2020 12:26,2020/2021,105764,Rochdale,Primary,Community school,,,,,Yes,24.30%,27.20%,1,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,695,Briscoe Lane Academy,,0,,6508,17/12/2020 12:12,17/12/2020 12:26,2020/2021,138653,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Wise Owl Trust,,,Yes,53.80%,58.30%,1,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,TfGM|Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,330,Britannia Bridge Primary School,,0,,6509,17/12/2020 12:12,17/12/2020 12:26,2020/2021,106417,Wigan,Primary,Community school,,,,North Wigan,Yes,39.00%,46.20%,2,Good,,Yes,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",In house coach
Group,696,Broad Oak Primary School,,0,,6510,17/12/2020 12:12,17/12/2020 12:26,2020/2021,105467,Manchester,Primary,Community school,,,,,Yes,13.50%,19.40%,3,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
",Private Coaching Company
